   GV.0	GV.1	MI.0	MI.1	MII.0	MII.1	PN.0	PN.1	CL.0	CL.1	MOR.0	MOR.1	ICM.0	ICM.1	TROPH.0	TROPH.1
VPS13C	31	34	64	85	57	38	49	43	16	26	8	7	6	7	2	8
VPS13D	8145	8866	9551	10494	10965	7178	8833	7546	3694	3435	1532	1659	1370	1291	1581	1697
VPS16	945	1104	908	808	826	607	1138	901	465	330	217	272	231	260	277	249
VPS18	2219	2951	1410	1907	1871	1356	1974	1657	1377	1063	1129	1357	585	706	1336	1298
VPS25	1042	1422	601	616	343	277	633	515	537	474	759	807	613	503	907	982
VPS26A	1078	1130	1583	1793	1142	690	1202	968	1999	1500	1448	1298	1012	812	1577	1646
VPS26AP1	0	0	1	12	0	0	0	0	5	0	0	0	0	0	0	0
VPS26B	2390	3010	1599	1818	1448	1056	1404	1200	469	508	501	508	333	359	499	458
VPS28	11	24	18	18	5	0	4	7	1	6	8	9	8	7	3	10
VPS29	10	7	24	19	8	7	5	7	17	12	15	6	11	8	8	11
VPS35	24	33	31	33	22	10	15	20	13	6	19	20	9	5	18	19
VPS36	4	6	5	2	4	4	3	2	3	10	9	8	3	4	3	4
VPS37A	5231	5785	6581	7242	6421	4208	5850	4938	2027	1534	921	970	649	618	879	885
VPS37B	47	81	98	135	78	75	86	71	38	39	10	3	7	9	17	17
VPS37C	65	93	56	86	56	30	64	52	56	36	10	20	14	18	19	29
VPS37D	4	11	5	0	1	1	4	0	68	38	9	13	5	4	10	8
VPS39	11	10	9	12	3	4	7	6	9	9	6	13	6	10	1	10
VPS41	12	8	11	9	10	4	9	14	4	7	9	6	7	3	9	9
VPS45	1058	1240	889	1115	1039	693	1435	1145	860	572	302	312	171	188	349	340
VPS4A	1375	1808	887	922	622	422	705	540	940	669	798	772	559	452	733	746
VPS4B	38	42	89	101	52	49	41	45	72	59	14	10	26	4	15	19
VPS51	811	1208	750	1042	826	662	935	728	833	842	372	439	403	448	479	452
VPS52	2	9	7	2	4	3	4	3	9	8	7	3	5	13	6	5
VPS53	20	28	31	43	24	24	48	26	66	75	11	10	8	9	13	16
VPS54	4	9	11	11	8	6	27	21	45	45	14	10	14	3	7	6
VPS72	59	64	66	67	58	46	49	48	32	38	4	8	4	5	8	13
VPS8	1747	1784	1717	1833	1315	855	1929	1661	1126	933	313	314	290	181	278	376
VPS9D1-AS1	584	843	567	671	778	529	706	647	431	310	398	442	281	323	483	502
VRK1	2502	2544	3803	4009	2534	1594	2601	2146	1658	1298	1009	1057	703	577	1170	1173
VRK2	1120	1169	1460	1732	1169	775	1024	862	500	319	752	856	517	522	838	775
VRK3	9	34	19	16	19	10	20	15	43	26	1	8	6	5	2	1
VRTN	992	1338	552	528	424	305	435	347	606	652	82	106	23	20	24	55
VSIG10	2	1	0	3	3	4	4	7	6	19	20	28	30	22	22	17
VSNL1	1	0	5	0	0	0	0	0	0	0	3	6	27	15	14	4
VSTM2L	1	4	3	6	4	0	20	21	2	6	13	8	2	3	4	2
VSX2	1	1	3	0	0	0	1	0	31	18	7	0	2	0	0	1
VTA1	3472	3701	3994	3971	4385	2804	5145	4128	2064	1518	1385	1320	922	707	1425	1455
VTCN1	7	13	8	15	12	13	12	12	5	4	0	1	1	7	0	0
VTI1A	812	966	914	1130	959	648	1120	976	709	680	359	382	409	313	407	412
VTI1B	7	8	11	14	7	2	6	6	3	6	11	11	11	9	5	7
VTI1BP2	2	11	3	3	3	1	6	5	29	23	1	0	0	0	2	1
VWA1	0	2	3	3	1	2	8	2	26	31	865	915	728	861	971	864
VWA2	25	25	29	41	34	20	73	63	52	72	4	9	6	3	7	3
VWA3A	494	512	462	478	655	396	697	598	411	338	19	16	0	4	9	17
VWA3B	18	18	10	10	9	6	18	18	11	25	5	8	5	4	0	3
VWA5A	8275	9434	5847	6333	6934	4711	9302	8050	3325	2855	110	119	151	140	48	148
VWA5B1	0	0	0	0	0	0	3	4	14	5	0	0	2	0	0	1
VWA5B2	18	24	27	52	9	5	10	12	20	15	3	10	27	12	4	4
VWA8	89	57	112	60	77	27	82	81	85	54	13	24	14	13	16	26
VWA9	8	7	31	10	11	10	16	14	22	11	7	7	9	9	11	5
VWC2	11	9	22	47	2	1	47	34	36	26	12	14	10	7	3	4
VWC2L	7	5	1	2	10	4	8	6	6	4	3	2	0	2	4	0
VWF	0	2	6	1	1	0	2	2	16	5	0	0	2	1	1	0
WAC	21239	24713	23045	24359	23177	15149	26044	21825	16515	13988	5317	5288	3340	3192	4622	5234
WAPAL	75	86	122	137	119	78	119	113	120	99	34	37	26	32	41	40
WARS	48	67	62	60	40	28	61	51	24	35	40	57	39	73	50	47
WARS2	5	8	8	10	1	4	1	3	4	0	4	0	3	0	0	1
WAS	45	58	56	37	53	60	74	52	54	67	14	7	9	16	17	16
WASF1	23	43	67	83	72	39	70	39	92	62	6	5	2	1	7	6
WASF2	80	126	127	142	116	99	132	106	66	66	25	28	41	24	25	46
WASF3	4213	4523	5674	5839	6658	4159	7380	6231	3235	2849	379	353	170	159	248	282
WASF4P	574	692	538	503	706	454	833	723	358	324	138	150	76	88	164	160
WASH2P	57	105	57	60	23	19	25	9	52	64	58	69	50	57	58	74
WASH3P	30	40	8	12	5	6	12	13	102	89	81	95	86	61	70	73
WASH7P	55	90	38	61	44	38	44	40	129	115	101	103	148	124	125	108
WASL	29	48	47	75	30	38	54	41	37	48	26	31	37	16	24	27
WBP1	26	48	44	30	21	9	43	25	52	77	47	37	50	48	53	36
WBP11	80	126	112	148	131	84	107	98	162	157	43	43	32	31	31	72
WBP11P1	10	7	5	1	10	8	13	4	15	10	1	0	5	0	3	2
WBP1L	795	1037	643	854	591	426	656	494	935	836	1154	1135	630	579	1220	1217
WBP1LP2	0	0	0	0	0	0	4	3	1	8	19	29	6	12	18	18
WBP2	55	94	111	101	55	43	66	47	37	25	6	9	11	7	11	7
WBP2NL	15	16	15	38	7	4	18	7	16	28	3	5	5	3	8	9
WBP4	1023	1049	1419	1597	1141	671	954	830	660	533	414	360	316	280	415	395
WBP5	18	32	176	155	21	7	119	51	1859	1468	386	433	287	197	525	538
WBSCR17	5	3	2	3	0	0	5	0	49	64	22	20	9	20	45	42
WBSCR22	3733	4360	3984	4458	1930	1300	2055	1521	3015	2567	1152	1204	991	916	1141	1305
WDFY1	194	257	256	382	292	185	285	259	219	216	8	11	8	4	6	22
WDFY2	1659	1845	1411	1877	1922	1234	1913	1640	749	606	168	190	168	124	188	164
WDFY3	55	93	77	103	81	50	78	79	78	76	15	23	29	16	28	22
WDFY3-AS1	3	1	6	11	3	2	2	4	4	5	0	1	2	3	1	4
WDFY3-AS2	134	150	126	150	168	134	205	149	117	164	14	16	22	5	27	35
WDFY4	1	1	12	1	0	0	3	1	38	32	1	5	2	1	0	2
WDHD1	11	26	22	26	30	17	25	23	44	22	14	18	14	15	11	16
WDPCP	37	20	12	26	23	16	54	29	56	41	6	10	10	10	6	1
WDR1	168	243	226	245	179	133	198	169	128	99	80	74	74	76	70	68
WDR11	4579	5127	5601	5950	6209	3995	7752	6536	2242	2005	1153	1088	1045	1094	1119	1185
WDR11-AS1	3	12	10	6	5	6	8	14	0	0	1	5	2	5	0	12
WDR12	23	25	20	28	12	9	26	14	25	16	12	15	14	18	5	26
WDR13	380	578	347	430	216	159	307	191	199	213	192	206	185	199	212	214
WDR17	7	15	31	3	12	5	29	22	68	46	2	7	6	6	12	13
WDR18	734	1217	523	662	505	362	643	436	566	530	646	627	589	486	868	893
WDR19	2300	2562	2463	2503	1993	1214	2214	1793	925	638	85	79	104	52	93	110
WDR20	5084	5977	6200	6715	7944	5414	8936	7590	4790	4191	705	800	494	434	583	785
WDR24	9	9	4	10	11	9	6	8	3	12	1	2	1	2	1	2
WDR25	3189	3942	1989	2674	2223	1565	2584	2193	1136	975	203	237	138	158	168	219
WDR26	86	126	106	156	120	90	148	126	86	110	22	25	23	18	20	16
WDR27	11	16	14	27	23	9	30	27	41	15	3	4	3	10	6	13
WDR3	90	88	100	54	39	37	175	58	3534	2822	1260	1277	702	612	1252	1296
WDR33	49	73	72	86	53	53	63	54	47	38	16	19	14	6	13	23
WDR34	84	128	95	92	37	33	38	24	22	8	12	10	6	10	10	16
WDR35	7	7	11	14	7	4	9	10	7	9	0	0	0	0	1	0
WDR36	521	509	537	653	388	232	423	264	1776	1229	1564	1759	961	949	1756	1831
WDR37	5622	7123	5686	6168	5628	4023	6367	5382	2657	2610	272	223	207	177	219	302
WDR38	586	779	271	332	665	510	770	603	344	339	12	22	12	11	13	25
WDR4	8	10	6	22	4	3	6	10	24	14	11	7	7	3	13	12
WDR41	112	106	124	136	68	39	79	80	40	40	4	7	2	5	3	6
WDR43	1843	2196	2542	2512	2264	1510	2702	2191	6561	5140	3501	3473	2521	2220	3854	4075
WDR44	4303	4382	4976	5212	5127	3194	4602	3865	2039	1546	753	736	489	473	521	634
WDR45	0	2	2	0	2	0	0	0	40	48	10	13	8	7	10	6
WDR45B	105	174	214	184	201	141	215	170	153	198	26	17	21	22	20	30
WDR46	11	13	5	1	4	6	7	4	31	24	17	14	13	9	20	12
WDR47	25	24	62	41	26	17	49	29	138	133	9	21	14	20	9	19
WDR48	3204	3574	3393	3632	3723	2313	3943	3366	2361	1724	930	992	626	636	907	1014
WDR49	1	1	3	0	5	0	5	0	18	1	2	1	0	0	0	0
WDR5	2403	3057	1972	2174	2002	1461	2521	2072	3290	2748	2506	2516	1999	1965	3061	2874
WDR53	22	24	29	35	17	11	14	8	4	14	5	2	1	1	1	2
WDR54	163	298	115	161	90	47	98	74	51	56	70	93	69	66	106	96
WDR55	81	94	116	106	68	35	132	38	1553	1581	860	861	671	601	1033	1151
WDR59	45	58	40	60	48	21	60	45	46	54	25	14	15	25	14	23
WDR6	103	133	310	241	13	16	97	81	469	403	691	741	722	752	838	779
WDR60	1707	1765	1837	2046	2418	1672	2546	2087	1307	1174	176	202	138	148	151	206
WDR61	24	30	12	30	2	5	7	4	11	3	2	12	1	1	4	11
WDR62	5200	6632	4171	5310	5282	3715	6006	4989	2629	2377	593	573	698	713	528	552
WDR63	172	145	107	138	294	158	316	244	67	70	8	6	2	0	3	15
WDR64	1	0	0	0	0	0	0	0	7	4	10	6	5	0	8	5
WDR66	474	482	406	439	193	129	277	185	909	758	350	382	305	268	265	338
WDR7	9664	10890	9848	11455	11690	7580	13996	11619	6466	5505	640	656	348	442	571	827
WDR70	3690	4258	4006	4244	4022	2953	4825	4128	2126	1915	450	461	276	224	427	455
WDR72	10	10	3	14	16	6	15	11	6	3	1	1	0	0	1	4
WDR73	2	2	2	6	0	2	1	3	21	20	5	12	11	2	8	7
WDR74	11	19	12	12	2	6	5	2	20	18	15	11	21	14	9	17
WDR75	5385	5575	8535	9008	7800	4561	7601	6559	3443	2644	1749	1695	1078	929	1567	1704
WDR76	7187	7319	6929	7054	8576	5248	9210	7455	3972	3407	333	347	269	217	489	564
WDR77	0	1	0	1	0	1	1	1	10	16	17	15	20	6	8	21
WDR81	94	115	191	189	49	57	88	71	116	133	197	178	155	110	155	164
WDR82	25	30	33	43	21	16	11	17	36	40	16	26	20	23	30	35
WDR83	132	173	114	146	73	58	85	63	471	438	108	137	96	108	140	153
WDR83OS	2	7	8	12	14	5	8	7	10	8	16	9	15	12	16	17
WDR86-AS1	123	115	92	130	43	26	77	54	24	16	0	0	0	0	0	0
WDR88	9	13	0	5	1	0	3	2	3	4	4	5	2	1	3	0
WDR89	6	7	2	1	3	3	6	3	10	6	4	3	7	1	4	2
WDR90	279	414	145	238	206	143	220	208	248	300	101	109	142	149	171	181
WDR91	13	12	19	22	13	11	16	8	14	6	0	0	1	2	0	1
WDR92	10	2	1	11	1	4	3	4	0	1	1	0	1	0	0	0
WDR93	77	65	64	127	66	31	63	41	63	73	6	3	2	2	2	8
WDSUB1	11	13	17	12	5	5	13	7	3	2	2	0	3	0	2	1
WDTC1	7078	8576	5433	6048	6164	4408	7190	5877	4606	4600	1925	2246	1029	968	1508	1705
WDYHV1	308	314	290	231	234	169	401	307	113	127	111	133	151	91	191	161
WEE1	42	51	190	285	17	7	54	19	866	498	1148	1124	1446	1276	1368	1481
WEE2	112909	119619	130232	144682	273929	173060	377269	318972	133878	108753	955	934	264	164	433	4485
WEE2-AS1	29	67	47	47	58	48	97	76	20	49	0	0	0	0	0	0
WFDC1	11	12	8	6	2	1	4	8	8	5	7	1	0	0	0	2
WFDC10A	96	111	40	80	54	30	58	52	27	24	0	1	1	0	1	5
WFDC13	19	46	57	34	20	8	24	16	5	1	1	1	0	0	0	1
WFDC2	5077	8568	4590	5384	5149	3636	5583	4364	1809	1705	49	64	15	15	31	114
WFIKKN1	25	30	12	37	16	16	26	16	17	16	25	14	6	6	19	11
WFIKKN2	268	314	60	78	124	74	133	95	50	53	2	4	0	0	6	0
WFS1	10976	17389	8933	10599	11202	8785	11586	9260	5546	6059	419	487	263	236	539	562
WHAMM	397	497	421	433	626	378	522	364	989	900	223	224	145	157	260	270
WHAMMP2	2	2	0	5	0	0	4	2	13	13	2	3	0	1	0	3
WHSC1	30541	34281	30316	35626	35608	24812	43720	36201	22496	21037	2375	2453	1735	1572	2638	3584
WHSC1L1	23	13	30	35	16	22	16	23	36	25	13	14	8	18	12	22
WI2-2994D6.1	0	0	0	0	0	0	2	0	250	240	48	38	10	17	15	22
WI2-80269A6.1	0	0	0	0	0	0	1	0	13	3	0	0	0	0	1	0
WIBG	14	15	12	17	4	8	11	6	12	6	8	10	15	7	5	18
WIPF2	29969	35305	29531	34297	35274	23729	34215	28478	15245	13237	1656	1774	1008	924	1540	2147
WIPF3	94	100	764	825	41	38	188	153	60	98	176	148	79	73	136	144
WIPI1	5	12	8	12	7	1	15	10	10	0	0	0	1	1	0	1
WIPI2	5876	7555	5430	6070	5207	3828	6299	5308	6910	6149	1949	2025	1218	1204	1863	1974
WISP1	21	20	52	49	7	2	13	11	4	5	3	3	0	0	0	1
WISP2	4	4	21	36	3	4	58	26	96	50	38	43	0	0	5	1
WISP3	15	13	24	28	38	14	30	33	14	3	2	2	2	5	0	3
WIZ	130	203	184	231	170	138	187	112	112	116	14	25	13	19	16	17
WLS	166	203	204	235	155	108	179	116	60	52	6	2	4	0	5	9
WNK1	16291	18346	15986	17300	15169	9701	14283	11974	12367	10148	5955	6631	2837	3044	5181	5789
WNK2	1934	2743	2503	2865	2510	1814	2449	2063	1615	1431	332	380	321	308	344	415
WNK3	15	20	29	37	15	15	15	8	21	28	4	3	0	6	6	4
WNK4	32	26	14	1	26	13	44	30	58	13	22	28	53	32	30	21
WNT16	0	0	0	0	1	0	2	3	34	27	40	53	21	20	70	83
WNT2B	2	4	7	7	3	4	15	9	108	54	59	42	18	12	12	16
WNT3A	0	0	0	0	0	0	3	1	3	12	59	46	30	31	52	69
WNT5A-AS1	28	42	43	19	46	37	45	39	15	33	12	12	2	2	5	5
WNT5B	27	19	5	12	10	9	16	4	39	57	82	89	53	36	83	107
WNT6	1	0	0	0	0	0	1	0	1	1	51	44	51	42	124	113
WNT8A	5	5	0	6	4	3	6	5	5	9	1	5	10	1	2	2
WNT8B	514	641	331	517	637	437	723	648	299	214	2	2	3	0	2	10
WNT9A	5	12	5	18	10	11	6	4	1	0	4	5	5	5	0	10
WNT9B	5	18	0	11	1	4	10	8	11	5	0	2	0	0	0	2
WRAP53	1158	1394	674	843	706	501	891	686	2824	2515	567	560	339	322	639	671
WRAP73	10	12	34	22	17	7	10	6	6	5	13	9	11	4	8	7
WRB	1414	1533	1036	1088	866	495	1303	1053	367	293	150	150	101	119	235	143
WRN	3691	3696	5608	5424	5276	3149	4928	4266	2614	2038	540	530	439	394	435	517
WRNIP1	2188	2745	2337	2652	1980	1457	1279	1068	1052	822	817	813	581	545	863	820
WSB1	776	828	713	714	548	386	604	398	4317	3268	3292	3349	3114	3007	3062	3394
WSB2	6	9	14	8	7	3	9	8	3	10	7	3	1	2	2	2
WSCD1	10972	14274	7227	8463	10139	7432	9087	7462	1747	1706	45	41	26	24	51	107
WSCD2	65	83	105	36	81	42	80	84	103	78	1	0	0	0	1	2
WT1-AS	0	0	0	0	1	0	2	1	11	5	0	0	0	0	0	0
WTAP	3702	4235	3811	3861	4082	2733	4448	3589	3992	3229	1804	1792	1497	1199	1909	1988
WTAPP1	0	0	0	0	0	0	0	0	12	7	1	1	0	1	2	0
WTIP	582	791	291	480	198	151	178	169	162	148	262	275	76	113	292	279
WWC1	1473	1743	1233	1520	1566	1147	1491	1342	539	390	1899	1886	910	796	1819	1929
WWC2	3892	4094	4588	5312	5265	3595	5145	4408	1936	1481	2704	2627	1698	1735	3232	3285
WWC3	6318	7608	7412	8275	7355	5225	5212	4493	1270	1345	397	372	286	298	659	694
WWOX	3067	3634	2291	2728	2288	1619	3305	2644	1349	1145	95	92	44	69	119	147
WWP1	1539	1574	1520	1626	1725	1141	1943	1630	1229	948	1306	1333	1079	773	1561	1677
WWP1P1	14	18	14	13	20	18	34	26	3	14	26	17	8	9	19	28
WWP2	6262	7492	6125	6614	6796	4751	8368	6756	6096	4944	782	831	745	731	1121	1338
WWTR1	1	3	2	2	1	1	4	2	16	21	13	31	31	29	16	32
WWTR1-AS1	0	0	0	0	0	0	3	0	5	2	7	7	4	12	2	5
XAB2	36	74	52	79	36	31	40	23	50	43	20	21	22	32	28	27
XAF1	3	1	35	44	5	1	8	4	42	23	4	11	0	0	0	2
XAGE5	0	0	0	0	0	0	0	0	12	9	11	10	15	5	5	1
XBP1	9	27	6	10	6	7	5	1	7	7	31	25	33	18	20	37
XBP1P1	5	1	8	5	1	1	1	0	10	13	5	1	4	5	9	4
XCL1	0	2	0	0	0	0	1	0	20	8	4	5	8	1	3	9
XCR1	12	18	13	32	20	10	11	6	4	27	0	0	0	0	0	4
XG	49	68	50	76	119	62	130	145	36	12	6	1	1	0	5	2
XIAP	1759	1713	2229	2335	2187	1353	1943	1539	936	769	1267	1292	1227	1139	1360	1386
XIRP2	229	217	192	213	280	159	256	239	166	111	1	2	1	2	0	12
XIST	0	2	31	28	0	1	1	0	6	2	36	35	83	59	54	39
XK	42	63	9	30	40	25	54	48	44	66	11	27	11	5	13	16
XKR4	0	4	9	6	2	0	3	0	54	69	15	11	12	3	3	13
XKR7	5	5	0	0	4	3	8	3	1	4	5	5	8	13	2	0
XKR8	3868	4998	2661	3195	2262	1588	2939	2287	853	808	272	269	256	242	200	258
XKR9	40	34	40	92	35	20	35	33	16	11	1	6	7	0	6	3
XPC	14	20	25	27	14	5	8	7	9	6	7	7	11	9	3	6
XPNPEP1	2	5	7	8	3	4	7	7	11	3	11	5	7	5	12	20
XPNPEP2	0	0	0	0	0	0	0	0	6	0	6	12	0	2	0	1
XPNPEP3	482	558	485	482	559	354	604	476	743	557	1024	960	667	601	1093	1063
XPO1	47	56	50	66	50	33	76	68	126	135	87	72	65	51	95	78
XPO4	47	49	102	111	72	49	75	64	39	51	23	20	16	15	27	29
XPO5	49	65	57	61	52	46	62	45	75	49	24	24	20	18	35	26
XPO6	176	246	163	196	147	96	161	142	106	81	39	48	45	44	43	57
XPO7	5923	6894	5793	5794	6519	4349	7791	6643	4827	4332	2466	2529	2016	1737	2613	2856
XPOT	6704	7096	9711	11081	9694	6152	12714	10401	6056	4689	3498	3527	2821	2620	4072	4503
XPR1	6351	6493	8840	9121	9894	6136	10775	8913	6989	5361	754	727	404	474	607	824
XRCC1	43	60	61	43	43	26	63	57	42	34	6	7	1	2	3	1
XRCC2	3	10	7	12	4	2	5	3	0	0	3	5	2	6	6	3
XRCC3	6	7	7	14	4	5	6	5	10	14	5	4	12	14	6	2
XRCC4	545	600	567	744	610	420	701	579	810	495	291	288	206	187	348	371
XRCC5	2066	2117	1786	2004	1778	1035	2127	1689	5636	4064	6249	6386	4501	4318	6944	7702
XRCC6	8814	9968	7058	8175	5961	4087	7723	6177	6687	5491	6048	6197	4621	4009	7228	7417
XRCC6BP1	61	75	62	34	23	27	29	39	95	87	71	69	34	41	53	64
XRN1	28	45	97	131	71	62	61	53	40	44	9	8	4	13	9	8
XRN2	7906	8575	10422	11099	10279	6477	10694	8837	4422	3895	2154	2308	1679	1813	2323	2472
XRRA1	28	23	29	34	19	27	21	25	16	15	1	6	3	0	3	3
XX-C2158C6.1	12	10	18	17	19	9	17	13	4	11	0	0	0	0	0	0
XX-CR54.1	132	183	97	82	39	25	67	52	17	10	0	0	0	0	0	0
XX-FW80269A6.1	0	0	0	0	0	0	17	0	441	349	5	1	0	1	1	18
XX-FW81066F1.2	10	21	2	8	5	2	5	1	18	7	0	1	0	1	0	1
XX-FW84067D5.2	0	0	0	0	0	0	3	0	226	141	0	6	0	3	0	8
XXbac-B444P24.10	7	2	3	2	2	0	8	2	21	12	2	4	5	6	5	8
XXbac-B562F10.11	13	21	14	40	22	14	33	18	12	11	8	8	8	13	8	4
XXbac-BPG249D20.9	0	0	0	0	0	0	5	0	123	88	0	1	2	2	0	4
XXbac-BPG252P9.10	6	9	9	4	4	3	9	4	18	11	0	0	0	0	0	1
XXbac-BPGBPG24O18.1	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0
XXyac-YM21GA2.4	0	0	0	0	0	0	0	0	3	4	2	5	12	3	4	3
XXyac-YX65C7_A.2	34	44	32	22	30	19	30	27	15	22	4	0	0	1	0	0
XXYLT1	19	24	35	34	23	20	17	12	17	12	3	4	4	3	2	4
XYLB	7	7	2	5	7	1	11	8	20	40	79	104	101	95	94	117
XYLT1	106	126	85	135	82	72	119	121	82	88	4	6	3	3	2	2
XYLT2	1257	1600	1008	1204	1034	775	1117	914	972	829	200	218	182	208	238	215
Y_RNA	0	0	5	0	0	0	0	0	11	16	1	1	1	0	0	3
YAE1D1	279	298	192	262	106	77	168	127	109	141	87	89	94	52	135	113
YAF2	1	2	8	7	3	3	2	7	13	12	3	4	6	8	3	2
YAP1	5790	6889	7429	8717	8474	5958	10289	8399	4335	3740	2410	2535	2419	2016	3318	3534
YARS	1	5	2	3	0	0	2	3	13	8	18	46	33	28	43	45
YARS2	44	52	70	85	53	27	27	31	47	18	7	10	4	0	7	8
YBEY	227	259	238	262	252	165	231	191	271	294	206	194	138	109	163	163
YBX1	2121	3090	2686	3218	2959	2147	4280	3096	12272	10442	9587	9415	7339	6254	11524	11337
YBX1P1	0	0	2	2	9	4	3	3	13	16	5	2	2	1	3	6
YBX1P4	4	4	1	2	5	1	0	2	9	20	7	9	6	3	9	6
YBX2	178	249	129	187	131	100	166	122	64	107	4	5	6	6	1	4
YBX3	15	20	57	51	26	19	22	23	29	27	23	31	31	22	23	30
YDJC	1	2	3	3	0	2	0	0	4	1	8	9	14	10	25	17
YEATS2	7978	9049	8070	8850	7748	5213	8540	7357	6046	5317	1408	1348	780	760	1283	1418
YEATS4	2620	2730	4545	4468	2650	1622	2774	2243	828	584	676	676	392	375	774	793
YES1	62	91	118	139	135	72	101	82	55	39	13	28	18	13	13	26
YES1P1	4	3	12	3	4	2	4	1	0	2	4	4	5	2	7	9
YIF1A	15	26	14	15	3	3	7	5	4	1	11	17	10	10	8	20
YIF1B	4	10	3	12	1	1	3	1	17	14	8	8	5	11	5	8
YIPF1	18	19	3	18	12	9	10	17	7	5	2	3	2	1	4	8
YIPF2	17	32	15	13	12	8	7	5	12	19	9	16	11	20	13	11
YIPF3	6	9	9	5	3	0	4	1	6	8	6	7	20	11	4	16
YIPF4	287	290	439	351	212	119	184	129	659	485	1137	1235	1394	1334	834	861
YIPF5	24	26	36	21	19	11	20	16	17	17	8	8	1	5	2	8
YIPF6	1700	1754	1894	2196	1972	1248	2591	2182	1022	750	538	510	438	338	511	547
YJEFN3	3	0	4	6	2	0	3	2	68	61	63	59	93	118	55	58
YKT6	1777	2129	1044	1216	1172	854	1517	1192	3381	2761	2077	2009	1386	1217	2201	2376
YLPM1	6154	7046	7285	7849	7886	5183	8524	6702	12697	11162	2654	2739	2017	1782	2872	3064
YME1L1	22	22	42	28	16	15	26	13	75	76	24	38	35	30	42	53
YOD1	2	0	1	3	0	0	1	1	18	10	3	5	6	3	8	8
YPEL1	40	56	60	66	38	37	49	59	30	9	0	4	1	0	1	0
YPEL2	5075	5536	4426	5174	7154	4804	8516	6923	12606	9983	8393	8195	5018	4417	6204	6897
YPEL3	8	14	10	14	5	6	17	17	8	9	13	15	21	9	6	4
YPEL5	13653	14308	16314	17220	19720	12375	30129	24986	18676	14296	1897	1999	1066	945	1242	1790
YRDC	8	4	2	2	1	0	2	2	111	66	7	8	7	7	20	22
YRDCP2	0	0	0	0	0	0	0	0	11	5	4	4	1	2	7	2
YTHDC1	7	16	26	25	22	11	17	18	30	34	11	14	16	17	15	19
YTHDC2	1265	1249	1630	1890	1555	993	1696	1498	857	605	466	528	331	335	597	601
YTHDF1	103	156	145	255	167	128	188	151	128	150	49	64	52	45	49	61
YTHDF2	3273	3649	2652	3150	2590	1680	1906	1355	8347	6763	3422	3517	2591	2368	3862	4172
YTHDF3	6153	6833	7157	7359	7013	4283	8564	6839	11152	9236	2667	3078	1890	1744	2701	3234
YWHAB	10154	11088	10540	11412	10250	6735	9228	7718	7998	6489	4122	4214	3152	2790	4936	5096
YWHAE	43	41	64	69	61	36	62	57	122	115	71	94	85	59	87	104
YWHAEP1	5	4	1	2	2	4	4	6	58	52	18	8	1	3	7	9
YWHAEP7	26	21	31	21	26	13	29	27	2	3	2	0	0	0	0	0
YWHAG	47	73	66	111	98	68	116	89	143	176	24	29	38	30	35	47
YWHAH	6504	8022	5363	6273	5855	4033	6936	5754	2719	2346	3292	3193	2353	2292	3617	3925
YWHAQ	60	100	92	92	83	69	143	105	92	96	38	42	29	41	43	52
YWHAZ	19	31	47	50	29	34	37	31	86	56	83	80	111	61	127	138
YWHAZP3	91	90	91	91	110	86	155	145	171	130	336	325	196	220	366	388
YWHAZP4	1	2	0	4	7	2	2	3	7	6	3	5	5	2	10	4
YWHAZP5	10	4	6	8	23	9	20	26	18	11	41	56	31	27	50	62
YY1	1482	1561	1349	1403	1129	807	1015	558	9509	7126	3136	3165	2285	1929	2980	3066
YY1AP1	78	118	103	151	143	90	137	144	182	122	45	51	19	37	20	36
YY2	306	305	255	293	263	206	302	272	239	132	11	13	8	9	10	23
Z69890.1	0	0	0	0	0	0	1	0	36	11	4	3	3	2	1	4
Z82214.2	15	25	16	3	7	14	22	16	12	7	0	0	0	0	0	1
Z83826.1	1	3	0	3	1	2	1	0	22	9	5	10	10	5	8	1
Z83851.4	15	17	18	4	10	10	9	9	4	6	11	18	8	3	12	10
Z95704.2	57	79	75	38	102	59	98	70	44	33	5	4	4	3	3	5
Z97634.3	6	9	1	8	2	5	5	6	3	0	7	12	0	2	1	5
Z98049.1	0	0	0	13	2	0	1	0	3	0	2	1	0	2	0	0
ZACN	30	38	17	9	19	11	16	23	31	18	18	12	2	7	15	17
ZAN	1	0	5	0	2	0	1	3	34	50	12	23	10	12	13	1
ZAP70	4	2	11	12	14	6	7	3	5	11	1	7	0	1	1	3
ZAR1	6005	8608	3213	3912	1368	1148	2223	1837	651	627	30	9	8	7	7	21
ZAR1L	517	596	570	588	171	104	115	102	34	24	1	2	0	1	0	1
ZBBX	5	6	4	1	7	2	27	21	40	20	3	2	1	0	2	0
ZBED3	13	18	8	13	18	14	13	9	12	5	2	0	1	1	0	2
ZBED3-AS1	0	5	21	0	2	2	4	6	56	56	10	7	24	10	15	11
ZBED4	3652	4284	3287	3888	4764	3271	4927	3799	2099	1950	922	856	688	659	1001	1148
ZBED5	5	6	3	9	3	3	3	5	18	13	4	6	4	4	0	4
ZBED5-AS1	46	62	30	33	32	20	73	73	147	105	11	17	23	8	5	25
ZBED6	250	229	289	360	276	140	291	209	548	458	274	267	345	293	292	294
ZBED6CL	7	12	5	28	3	3	10	10	23	46	152	133	117	110	162	119
